periodo,periodo_inicio,periodo_fin,pagePath,pageTitle,screenPageViews,totalUsers,sessions,engagementRate,averageSessionDuration
actual,2026-08-02,2026-08-18,/,You searched for mejores empresas para trabajar - Revista Mercado,6,2,2,1.000000,42.97
actual,2026-08-02,2026-08-18,/,You searched for paramount - Revista Mercado,6,1,1,1.000000,24.21
actual,2026-08-02,2026-08-18,/,You searched for redes sociales - Revista Mercado,6,2,2,1.000000,52.90
actual,2026-08-02,2026-08-18,/,You searched for sargazo - Revista Mercado,6,2,2,1.000000,16.22
anterior,2026-07-16,2026-08-01,/actualidad/acontecimientos-40/,40 under 40: acontecimientos que cumplen 40 años,6,3,4,1.000000,14.47
actual,2026-08-02,2026-08-18,/actualidad/anuncios-de-marvel-en-comic-con-2026-ryan-gosling-como-ghost-rider-y-nuevo-pantera-negra/,Ryan Gosling será Ghost Rider: Marvel sorprende en Comic-Con,6,3,3,1.000000,226.09
anterior,2026-07-16,2026-08-01,/actualidad/aumento-salario-minimo-rd-sector-privado-no-sectorizado/,Aumento al salario mínimo en el sector privado no sectorizado,6,2,3,1.000000,17.07
actual,2026-08-02,2026-08-18,/actualidad/bad-bunny-y-su-impacto-economico-en-puerto-rico/,Bad Bunny y su impacto económico en Puerto Rico  - Revista Mercado,6,2,4,0.750000,761.14
actual,2026-08-02,2026-08-18,/actualidad/banco-lafise-calificacion-a/,Banco LAFISE mantiene calificación A de Pacific Credit Rating - Revista Mercado,6,1,1,1.000000,932.68
actual,2026-08-02,2026-08-18,/actualidad/beneficios-de-banarse-con-agua-fria-para-el-sistema-circulatorio-y-la-piel/,Beneficios de las duchas frías para la circulación y la piel,6,2,3,1.000000,70.43
anterior,2026-07-16,2026-08-01,/actualidad/beneficios-de-banarse-con-agua-fria-para-el-sistema-circulatorio-y-la-piel/,Beneficios de las duchas frías para la circulación y la piel,6,3,3,1.000000,76.01
anterior,2026-07-16,2026-08-01,/actualidad/boletas-de-karol-g-en-rd-estos-son-los-precios-oficiales/,Boletas de Karol G en RD: estos son los precios oficiales - Revista Mercado,6,3,3,1.000000,39.26
anterior,2026-07-16,2026-08-01,/actualidad/bolsas-rd-chile-sebra-ht/,Las Bolsas de RD y Santiago de Chile se unen para lanzar Sebra HT,6,2,4,1.000000,7.68
anterior,2026-07-16,2026-08-01,/actualidad/cada-cuanto-debes-reiniciar-tu-celular-esto-recomiendan-los-expertos/,¿Cada cuánto debes reiniciar tu celular? Esto recomiendan los expertos - Revista Mercado,6,2,3,1.000000,187.51
anterior,2026-07-16,2026-08-01,/actualidad/calendario-lunar-abril-2026-los-dias-que-debes-evitar-para-cortarte-el-cabello-y-depilarte/,Calendario lunar abril 2026: los días que debes evitar para cortarte el cabello y depilarte - Revista Mercado,6,3,3,1.000000,18.88
anterior,2026-07-16,2026-08-01,/actualidad/calendario-lunar-junio-2026-los-dias-prohibidos-y-los-mejores-para-cortarse-el-cabello/,Cuándo cortarse el cabello según la Luna en junio de 2026,6,3,4,1.000000,3.06
anterior,2026-07-16,2026-08-01,/actualidad/candidatos-a-la-presidencia-estas-son-las-propuestas-clave-en-contrataciones-publicas/,Candidatos a la presidencia: Estas son las propuestas clave en contrataciones públicas - Revista Mercado,6,2,4,1.000000,42.58
actual,2026-08-02,2026-08-18,/actualidad/carrera-espacial-estados-unidos-china-rusia/,La carrera espacial la disputan EE.UU. China y Rusia,6,2,3,1.000000,258.65
anterior,2026-07-16,2026-08-01,/actualidad/cepal-alerta-que-republica-dominicana-perderia-09-del-pib-por-la-crisis-energetica/,"Cepal alerta que República Dominicana perdería 0,9 % del PIB por la crisis energética - Revista Mercado",6,2,3,1.000000,22.87
anterior,2026-07-16,2026-08-01,/actualidad/clima-en-santo-domingo-hoy-lunes-11-de-mayo-de-2026-calor-sol-y-chubascos-aislados-marcaran-la-jornada/,"Clima en Santo Domingo hoy, lunes 11 de mayo de 2026: calor, sol y chubascos aislados marcarán la jornada - Revista Mercado",6,3,5,1.000000,0.99
anterior,2026-07-16,2026-08-01,/actualidad/clima-hoy-en-santo-domingo-este-miercoles-15-de-abril-del-2026/,Clima hoy en Santo Domingo este miércoles 15 de abril del 2026 - Revista Mercado,6,3,5,1.000000,0.67
actual,2026-08-02,2026-08-18,/actualidad/clima-hoy-en-santo-domingo-lluvias-intermitentes-y-calor-marcan-la-jornada-mientras-se-disipa-sistema-frontal/,Clima hoy en Santo Domingo: lluvias intermitentes y calor marcan la jornada mientras se disipa sistema frontal - Revista Mercado,6,2,3,1.000000,27.30
anterior,2026-07-16,2026-08-01,/actualidad/cosas-que-no-existian-hace-20-anosy-hoy-forman-parte-del-dia-a-dia/,Hace 20 años estas 15 cosas no existían y hoy forman parte del día a día,6,3,4,1.000000,3.46
actual,2026-08-02,2026-08-18,/actualidad/cuales-universidades-piden-la-nota-de-las-pruebas-nacionales-como-requisito-de-admision-este-2026/,¿Las Pruebas Nacionales sirven para entrar a la universidad?,6,2,2,1.000000,75.14
actual,2026-08-02,2026-08-18,/actualidad/de-17-a-43-anos-los-jugadores-mas-jovenes-y-mas-viejos-del-mundial-2026/,Los jugadores más jóvenes y veteranos del Mundial 2026,6,3,3,1.000000,18.23
actual,2026-08-02,2026-08-18,/actualidad/diaspora-dominicana-en-que-paises-viven-y-cuantos-son/,Diáspora Dominicana. En qué países viven y cuántos son,6,3,4,0.750000,35.20
anterior,2026-07-16,2026-08-01,/actualidad/dolar-en-republica-dominicana-hoy-09-de-julio-de-2026-esta-es-la-tasa-oficial-de-compra-y-venta/,Dólar en República Dominicana hoy 09 de julio de 2026: esta es la tasa oficial de compra y venta - Revista Mercado,6,3,3,1.000000,334.17
actual,2026-08-02,2026-08-18,/actualidad/don-francisco-vuelve-a-la-television-tras-10-anos-alejado-de-los-medios/,Don Francisco regresa a la televisión con entrevistas en 2026,6,3,3,1.000000,273.60
anterior,2026-07-16,2026-08-01,/actualidad/don-francisco-vuelve-a-la-television-tras-10-anos-alejado-de-los-medios/,Don Francisco regresa a la televisión con entrevistas en 2026,6,3,3,1.000000,42.42
actual,2026-08-02,2026-08-18,/actualidad/donde-estan-los-dominicanos-que-viven-en-estados-unidos/,¿Dónde están los dominicanos que viven en Estados Unidos?,6,3,3,1.000000,347.73
anterior,2026-07-16,2026-08-01,/actualidad/donde-estan-los-dominicanos-que-viven-en-estados-unidos/,¿Dónde están los dominicanos que viven en Estados Unidos?,6,2,2,1.000000,66.06
actual,2026-08-02,2026-08-18,/actualidad/el-dorado-park-el-proyecto-de-usd150-millones-en-cap-cana/,"El Dorado Park, el proyecto de USD$150 millones en Cap Cana",6,3,3,1.000000,147.86
anterior,2026-07-16,2026-08-01,/actualidad/el-empresario-y-estratega-politico-manuel-liranzo-se-separa-del-plano-terrenal/,El empresario Manuel Guaroa Liranzo se separa del plano terrenal,6,3,5,1.000000,118.50
anterior,2026-07-16,2026-08-01,/actualidad/empresas-offshore-y-paraisos-fiscales-que-significa-y-como-funcionan/,Empresas offshore y paraísos fiscales ¿Qué significa y cómo funcionan?,6,2,3,0.666667,71.00
actual,2026-08-02,2026-08-18,/actualidad/fallece-raul-grisanty-de-que-murio-el-artista-y-comunicador-dominicano/,"De qué murió Raúl Grisanty, artista y comunicador dominicano",6,3,5,0.800000,16.02
anterior,2026-07-16,2026-08-01,/actualidad/feller-rate-ratifica-calificacion-de-a-con-perspectiva-estable-a-jmmb-puesto-de-bolsa/,Feller Rate ratifica calificación a JMMB - Revista Mercado,6,2,4,1.000000,3.55
anterior,2026-07-16,2026-08-01,/actualidad/fixture-completo-del-mundial-2026-con-horarios-para-republica-dominicana/,Fixture completo del Mundial 2026 con horarios para República Dominicana - Revista Mercado,6,3,4,1.000000,4.83
anterior,2026-07-16,2026-08-01,/actualidad/gamal-hache-el-master-mind-detras-de-los-grandes-eventos-en-rd/,"Gamal Haché, el 'master mind' detrás de los grandes eventos en RD",6,3,4,1.000000,12.02
anterior,2026-07-16,2026-08-01,/actualidad/her-majesty-queen-elizabeth-ii/,Reina Isabel II: el legado político de la eterna servidora de Reino Unido,6,3,4,1.000000,50.96
anterior,2026-07-16,2026-08-01,/actualidad/humo-del-vertedero-de-jarabacoa-enferma-a-residentes-y-frena-el-turismo/,Crisis en Jarabacoa: humo del vertedero afecta salud y turismo,6,3,4,1.000000,73.23
actual,2026-08-02,2026-08-18,/actualidad/in-memoriam-alfonso-paniagua-baez/,In memoriam. Alfonso Paniagua Báez - Revista Mercado,6,3,4,1.000000,15.10
anterior,2026-07-16,2026-08-01,/actualidad/industria-armas-estados-unidos/,La industria de las armas en Estados Unidos: ¿cuánto dinero mueve?,6,2,2,1.000000,1078.01
actual,2026-08-02,2026-08-18,/actualidad/integra-pioneer-alianza-salud/,INTEGRA y Pioneer se unen para transformar sector salud RD - Revista Mercado,6,2,2,1.000000,170.87
actual,2026-08-02,2026-08-18,/actualidad/ivan-tovar-exposicion/,Fundación Iván Tovar presenta colección de bocetos inéditos del artista,6,1,1,1.000000,53.58
anterior,2026-07-16,2026-08-01,/actualidad/juan-soto-queda-fuera-del-top-10-de-los-deportistas-mejor-pagados-en-2026/,Juan Soto fuera del top 10 de deportistas mejor pagados,6,3,3,1.000000,44.96
actual,2026-08-02,2026-08-18,/actualidad/la-diversidad-cultural-en-las-sociedades-globales/,La importancia de la diversidad cultural en un mundo interconectado - Revista Mercado,6,2,3,1.000000,214.57
anterior,2026-07-16,2026-08-01,/actualidad/la-ley-debera-cambiar-mercancias-podran-entrar-a-rd-sin-etiquetas-en-espanol/,Mercancías podrán entrar al país sin etiquetas en español,6,2,3,0.666667,8.01
anterior,2026-07-16,2026-08-01,/actualidad/las-carreras-mas-elegidas-en-rd-no-son-las-que-mas-se-necesitan-esto-muestra-el-ranking/,Las carreras más elegidas en RD no son las que más se necesitan: esto muestra el ranking - Revista Mercado,6,3,4,1.000000,64.58
actual,2026-08-02,2026-08-18,/actualidad/las-personas-con-estos-nombres-estan-destinadas-a-ser-millonarios-segun-la-i-a/,"Las personas con estos nombres están destinadas a ser millonarios, según la I.A - Revista Mercado",6,2,4,1.000000,36.82
anterior,2026-07-16,2026-08-01,/actualidad/las-primeras-criticas-de-supergirl-2026-no-son-buenas-lo-que-falla-en-la-nueva-pelicula-de-dc/,Primeras críticas de Supergirl: la película divide,6,2,3,1.000000,820.47
actual,2026-08-02,2026-08-18,/actualidad/lluvias-persistiran-este-jueves-9-de-abril-del-2026-en-republica-dominicana-vaguada-mantiene-varias-provincias-bajo-alerta/,Lluvias persistirán este jueves 9 de abril del 2026 en República Dominicana: vaguada mantiene varias provincias bajo alerta - Revista Mercado,6,3,4,1.000000,1.63
actual,2026-08-02,2026-08-18,/actualidad/los-lugares-mas-seguros-para-vivir-y-comprar-casa-en-republica-dominicana/,Dónde vivir en República Dominicana: las zonas más seguras,6,3,5,0.800000,45.56
actual,2026-08-02,2026-08-18,/actualidad/luna-de-ciervo-2026-cuando-es-a-que-hora-verla-y-como-apreciarla-en-republica-dominicana/,Luna de Ciervo 2026: a qué hora ver la luna llena de julio,6,3,4,1.000000,0.38
actual,2026-08-02,2026-08-18,/actualidad/luna-de-fresa-de-junio-2026-en-republica-dominicana-a-que-hora-verla-hoy-29-de-junio/,Luna de Fresa 2026: a qué hora verla en República Dominicana,6,3,3,1.000000,20.86
actual,2026-08-02,2026-08-18,/actualidad/malasia-prohibicion-redes-sociales-menores-16-anos/,Malasia prohíbe las redes sociales a menores de 16 años - Revista Mercado,6,1,4,1.000000,49.16
anterior,2026-07-16,2026-08-01,/actualidad/mantenimiento-electrico-que-provincias-de-republica-dominicana-tendran-suspensiones-de-energia-esta-semana/,¿Qué provincias tendrán mantenimiento eléctrico esta semana?,6,3,5,1.000000,41.92
anterior,2026-07-16,2026-08-01,/actualidad/marcas-que-invierten-en-el-mundial-2026-nike-adidas-coca-cola-y-las-nuevas-apuestas/,"Marcas que invierten en el Mundial 2026: Nike, Adidas, Coca-Cola y las nuevas apuestas - Revista Mercado",6,4,6,1.000000,24.14
actual,2026-08-02,2026-08-18,/actualidad/pedernales-arranca-con-el-impulso-de-la-alianza-publico-privada/,Pedernales arranca con el impulso de la alianza público-privada - Revista Mercado,6,3,3,1.000000,14.56
actual,2026-08-02,2026-08-18,/actualidad/peliculas-mas-taquilleras-de-la-historia/,Estas son las películas más taquilleras de la historia,6,2,3,1.000000,9.96
actual,2026-08-02,2026-08-18,/actualidad/por-que-robinson-cano-deja-el-beisbol-dominicano-su-nuevo-destino-en-2026/,Robinson Canó jugará en México y pausa su historia en LIDOM,6,3,4,1.000000,133.75
actual,2026-08-02,2026-08-18,/actualidad/proyecciones-mlb-2026-llegara-junior-caminero-a-los-46-jonrones-esta-temporada/,¿Llegará Junior Caminero a 46 jonrones?,6,3,3,1.000000,26.06
anterior,2026-07-16,2026-08-01,/actualidad/que-es-el-parche-debut-del-mundial-2026-y-por-que-messi-y-cristiano-usan-uno-diferente/,¿Qué es el Parche Debut del Mundial 2026?,6,3,3,1.000000,972.17
actual,2026-08-02,2026-08-18,/actualidad/que-tan-grave-es-la-lesion-de-junior-caminero-resultados-de-los-estudios-medicos-tras-el-pelotazo-de-98-mph/,Lesión de Junior Caminero: qué revelaron los estudios médicos,6,3,4,1.000000,6.60
anterior,2026-07-16,2026-08-01,/actualidad/quien-cantara-en-el-historico-show-de-medio-tiempo-del-mundial-2026/,"¿Quién cantará en el histórico show de ""medio tiempo"" del Mundial 2026? - Revista Mercado",6,2,5,1.000000,0.96
anterior,2026-07-16,2026-08-01,/actualidad/ranking-guerra-en-ucrania-una-factura-global-de-cientos-de-miles-de-millones/,"Ranking: Guerra en Ucrania, una factura global de cientos de miles de millones - Revista Mercado",6,3,3,1.000000,96.78
anterior,2026-07-16,2026-08-01,/actualidad/resultados-de-la-loteria-de-este-miercoles-27-de-mayo-de-2026/,Resultados de la lotería de este miércoles 27 de mayo de 2026 - Revista Mercado,6,1,2,1.000000,20.51
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-la-loteria-nacional-del-jueves-05-de-marzo-de-2026/,Resultados de la lotería nacional del jueves 05 de marzo de 2026 - Revista Mercado,6,2,4,1.000000,29.31
anterior,2026-07-16,2026-08-01,/actualidad/resultados-de-la-loteria-nacional-del-jueves-19-de-marzo-de-2026/,Resultados de la lotería nacional del jueves 19 de marzo de 2026 - Revista Mercado,6,2,4,1.000000,23.75
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-la-loteria-nacional-del-jueves-23-de-abril-de-2026/,Resultados de la lotería nacional del jueves 23 de abril de 2026 - Revista Mercado,6,2,4,1.000000,6.27
anterior,2026-07-16,2026-08-01,/actualidad/resultados-de-la-loteria-nacional-del-jueves-santo-02-de-abril-de-2026/,Lotería: Suspensión de Sorteos este Jueves Santo - Revista Mercado,6,2,2,1.000000,343.01
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-la-loteria-nacional-del-lunes-23-de-marzo-de-2026/,Resultados de la lotería nacional del lunes 23 de marzo de 2026 - Revista Mercado,6,3,4,1.000000,59.21
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-la-loteria-nacional-del-martes-14-de-abril-de-2026-2/,Resultados de la lotería nacional del miércoles 14 de abril de 2026 - Revista Mercado,6,2,2,1.000000,132.83
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-la-loteria-nacional-del-martes-24-de-marzo-de-2026/,Lotería: Números Ganadores del Martes 24 - Revista Mercado,6,3,6,1.000000,7.58
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-la-loteria-nacional-del-martes-28-de-abril-de-2026/,Lotería: Resultados y comprobación de suerte - Revista Mercado,6,2,3,1.000000,38.89
anterior,2026-07-16,2026-08-01,/actualidad/resultados-de-la-loteria-nacional-del-miercoles-11-de-marzo-de-2026/,Resultados de la lotería nacional del miércoles 11 de marzo de 2026 - Revista Mercado,6,2,3,1.000000,43.68
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-la-loteria-nacional-del-miercoles-25-de-marzo-de-2026/,Lotería: Consulta los Números Ganadores - Revista Mercado,6,3,3,1.000000,29.85
anterior,2026-07-16,2026-08-01,/actualidad/resultados-de-la-loteria-quiniela-real-del-domingo-17-de-mayo-de-2026/,Resultados de la Lotería Quiniela Real del domingo 17 de mayo de 2026 - Revista Mercado,6,3,4,1.000000,2.71
anterior,2026-07-16,2026-08-01,/actualidad/resultados-de-la-loteria-quiniela-real-del-domingo-31-de-mayo-de-2026/,Resultados de la Lotería Quiniela Real del domingo 31 de mayo de 2026 - Revista Mercado,6,2,3,1.000000,76.31
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-la-loteria-quiniela-real-del-jueves-2-julio-de-2026/,Resultados de la Lotería Quiniela Real del jueves 2 julio de 2026 - Revista Mercado,6,1,4,1.000000,0.00
anterior,2026-07-16,2026-08-01,/actualidad/resultados-de-la-loteria-quiniela-real-del-jueves-2-julio-de-2026/,Resultados de la Lotería Quiniela Real del jueves 2 julio de 2026 - Revista Mercado,6,2,5,1.000000,0.00
anterior,2026-07-16,2026-08-01,/actualidad/resultados-de-la-loteria-quiniela-real-del-lunes-8-junio-de-2026/,Resultados de la Lotería Quiniela Real del lunes 8 junio de 2026 - Revista Mercado,6,1,3,1.000000,96.60
anterior,2026-07-16,2026-08-01,/actualidad/resultados-de-la-loteria-quiniela-real-del-martes-12-de-mayo-de-2026/,Resultados de la Lotería Quiniela Real del martes 12 de mayo de 2026 - Revista Mercado,6,2,4,1.000000,39.49
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-la-loteria-quiniela-real-del-martes-14-julio-de-2026/,Resultados de la Lotería Quiniela Real del martes 14 julio de 2026 - Revista Mercado,6,3,5,0.800000,202.85
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-la-loteria-quiniela-real-del-martes-7-julio-de-2026/,Resultados de la Lotería Quiniela Real del martes 7 julio de 2026 - Revista Mercado,6,3,5,1.000000,15.85
anterior,2026-07-16,2026-08-01,/actualidad/resultados-de-las-loterias-del-martes-2-de-junio-de-2026-en-republica-dominicana/,Resultados de las loterías del martes 2 de junio de 2026 en República Dominicana - Revista Mercado,6,2,5,1.000000,0.00
anterior,2026-07-16,2026-08-01,/actualidad/resultados-loteria-nacional-15-febrero-2026-numeros-ganadores/,"Resultados Lotería Nacional del domingo 15 de febrero de 2026, números ganadores - Revista Mercado",6,3,6,1.000000,0.00
anterior,2026-07-16,2026-08-01,/actualidad/resultados-mlb-2026-juan-soto-y-julio-rodriguez-brillan-en-una-jornada-de-jonrones/,Resultados MLB 2026: Juan Soto y Julio Rodríguez brillan en una jornada de jonrones - Revista Mercado,6,3,5,1.000000,13.79
actual,2026-08-02,2026-08-18,/actualidad/revelan-la-causa-de-muerte-del-boxeador-prichard-colon-tras-casi-una-decada-de-secuelas/,(not set),6,6,6,1.000000,4.14
anterior,2026-07-16,2026-08-01,/actualidad/se-retira-cristiano-ronaldo-confirman-que-el-mundial-2026-sera-su-ultimo-baile/,¿Será el Mundial 2026 el retiro de Cristiano Ronaldo con Portugal?,6,3,4,1.000000,65.91
actual,2026-08-02,2026-08-18,/actualidad/sudamerica-prepara-su-cielo-unico-el-acuerdo-que-promete-mas-vuelos-y-tarifas-mas-bajas/,Sudamérica prepara su “cielo único”: el acuerdo que promete más vuelos y tarifas más bajas - Revista Mercado,6,3,4,1.000000,271.68
anterior,2026-07-16,2026-08-01,/actualidad/taquilla-global-junio-2026-toy-story-5-aplasta-el-estreno-de-supergirl-en-cines/,Toy Story 5 domina la taquilla mundial y supera a Supergirl,6,2,3,1.000000,555.56
anterior,2026-07-16,2026-08-01,/actualidad/tasas-de-cambio-en-rd-hoy-9-de-junio-de-2026-dolar-en-bancos-y-remesedoras/,Tasas de cambio en RD hoy 10 de junio: bancos y remesadoras,6,3,5,0.800000,21.46
actual,2026-08-02,2026-08-18,/actualidad/tormenta-tropical-cristina-en-el-pacifico-trayectoria-paises-afectados-y-si-representa-peligro-para-republica-dominicana/,Países bajo alerta por las lluvias asociadas a Cristina,6,3,4,1.000000,48.45
anterior,2026-07-16,2026-08-01,/actualidad/uzbekistan-colombia-hora-republica-dominicana-donde-ver-mundial-2026/,Uzbekistán vs. Colombia: hora y dónde verlo en RD,6,3,3,1.000000,364.16
actual,2026-08-02,2026-08-18,/actualidad/zunify-recaudacion-de-capital/,La app de pagos Zunify supera su etapa previa de recaudación de capital,6,1,2,1.000000,96.49
anterior,2026-07-16,2026-08-01,/business/cecilia-shen-fundadora-de-utopai-la-startup-de-ia-que-desafia-el-modelo-de-produccion-de-hollywood/,"Cecilia Shen, fundadora de Utopai, la startup de IA que desafía el modelo de producción de Hollywood - Revista Mercado",6,3,3,1.000000,2.71
anterior,2026-07-16,2026-08-01,/business/ee-uu-y-japon-financian-una-terminal-petrolera-en-el-golfo-de-mexico-mientras-el-mercado-busca-alternativas-a-oriente-medio/,Terminal petrolera en el Golfo de México y su impacto - Revista Mercado,6,3,3,1.000000,7.20
anterior,2026-07-16,2026-08-01,/business/la-disputa-entre-musk-y-altman-revela-la-fragilidad-detras-de-la-gobernanza-de-la-ia/,Gobernanza de la IA: un enfoque crítico necesario - Revista Mercado,6,3,4,1.000000,0.00
actual,2026-08-02,2026-08-18,/business/la-economia-de-lo-prohibido-alvin-roth-y-el-debate-sobre-los-limites-morales-del-mercado/,Economía moral y límites del mercado en la sociedad - Revista Mercado,6,3,4,1.000000,1.26
anterior,2026-07-16,2026-08-01,/business/lo-que-esta-atrayendo-a-wall-street-ya-no-esta-en-silicon-valley/,Lo que está atrayendo a Wall Street ya no está en Silicon Valley - Revista Mercado,6,3,3,1.000000,41.35
anterior,2026-07-16,2026-08-01,/business/por-que-el-sistema-financiero-de-estados-unidos-enfrenta-una-tormenta-perfecta/,Por qué el sistema financiero de Estados Unidos enfrenta una tormenta perfecta - Revista Mercado,6,3,4,1.000000,0.00
anterior,2026-07-16,2026-08-01,/business/por-que-ibm-pone-a-prueba-su-inteligencia-artificial-en-wimbledon-antes-de-llevarla-a-las-empresas/,Por qué IBM pone a prueba su inteligencia artificial en Wimbledon antes de llevarla a las empresas - Revista Mercado,6,4,5,0.800000,26.60
actual,2026-08-02,2026-08-18,/business/quien-es-mary-lou-ridinger-la-arqueologa-que-hizo-renacer-el-jade-en-guatemala/,"Quién es Mary Lou Ridinger, la arqueóloga que hizo renacer el jade en Guatemala - Revista Mercado",6,3,3,1.000000,42.05
actual,2026-08-02,2026-08-18,/business/y-si-la-ia-deja-de-obedecer-google-ya-tiene-un-plan/,¿Y si aparecen agentes de IA rebeldes? Google ya tiene un plan - Revista Mercado,6,4,4,1.000000,36.38
actual,2026-08-02,2026-08-18,/category/artificial-intelligence/,Artificial Intelligence Archives - Revista Mercado,6,3,3,1.000000,0.00
actual,2026-08-02,2026-08-18,/category/empresas/,(not set),6,6,6,1.000000,3.50
anterior,2026-07-16,2026-08-01,/category/sport-business/,Sport Business Archives - Revista Mercado,6,2,3,1.000000,64.66
anterior,2026-07-16,2026-08-01,/ceo-edition-2021/,ceo-edition-2021 - Revista Mercado,6,2,2,1.000000,378.82
anterior,2026-07-16,2026-08-01,/construccion/brasil-y-china-impulsan-tren-bioceanico-hacia-peru/,Brasil y China impulsan tren bioceánico hacia Perú - Revista Mercado,6,3,3,1.000000,0.00
anterior,2026-07-16,2026-08-01,/construccion/construccion-pro-sismica-en-rd-el-llamado-de-cristian-wittig-grell-para-edificar-esperanza/,Construcción Pro-Sísmica en RD: El llamado de Cristian Wittig Grell para edificar esperanza - Revista Mercado,6,3,3,1.000000,16.64
actual,2026-08-02,2026-08-18,/construccion/el-monorriel-mas-largo-de-america-ya-se-construye-y-tendra-34-km-elevados/,Monorriel: Transformación del transporte público - Revista Mercado,6,3,4,1.000000,17.29
actual,2026-08-02,2026-08-18,/construccion/el-unico-pais-de-america-latina-entre-los-gigantes-del-acero/,El único país de América Latina entre los gigantes del acero  - Revista Mercado,6,3,4,1.000000,32.19
actual,2026-08-02,2026-08-18,/construccion/infraestructura/el-aeropuerto-mas-grande-del-mundo/,El aeropuerto más grande del mundo: una maravilla en construcción  - Revista Mercado,6,3,3,1.000000,62.11
anterior,2026-07-16,2026-08-01,/construccion/infraestructura/revitalizacion-del-suroeste-el-impacto-del-proyecto-multiple-monte-grande/,Revitalización del Suroeste: El impacto del proyecto múltiple Monte Grande - Revista Mercado,6,1,4,1.000000,4.09
actual,2026-08-02,2026-08-18,/construccion/las-zonas-donde-se-concentran-las-construcciones-de-mayor-valor-en-republica-dominicana/,Las zonas donde se concentran las construcciones de mayor valor en República Dominicana - Revista Mercado,6,3,5,0.800000,12.49
anterior,2026-07-16,2026-08-01,/construccion/real-estate/evergrande-bancarrota-estados-unidos/,Evergrande se declara en bancarrota en EE.UU. - Revista Mercado,6,3,3,1.000000,1.99
anterior,2026-07-16,2026-08-01,/construccion/real-estate/evergrande-regresa-a-cotizar-en-bolsa-asi-le-fue-a-la-inmobiliaria-china/,Evergrande regresa a cotizar en bolsa; así fue la jornada - Revista Mercado,6,3,4,1.000000,1.26
anterior,2026-07-16,2026-08-01,/construccion/real-estate/jardines-de-bellas-artes-el-nuevo-proyecto-inmobiliario-de-noval-properties/,"Jardines de Bellas Artes, nuevo proyecto inmobiliario de Noval Properties",6,3,4,1.000000,137.41
anterior,2026-07-16,2026-08-01,/construccion/real-estate/mujeres-y-millennials-irrumpen-con-fuerza-en-el-mercado-inmobiliario-de-lujo/,Mujeres y millennials irrumpen con fuerza en el mercado inmobiliario de lujo - Revista Mercado,6,3,4,1.000000,0.00
anterior,2026-07-16,2026-08-01,/construccion/slim-gana-contrato-en-nueva-york-para-ampliar-metro/,Slim gana contrato en Nueva York para ampliar metro - Revista Mercado,6,3,3,1.000000,0.00
actual,2026-08-02,2026-08-18,/construccion/vrm-companies-construyendo-puentes-desde-puerto-rico/,VRM Companies: construyendo puentes desde Puerto Rico - Revista Mercado,6,3,5,0.600000,44.41
anterior,2026-07-16,2026-08-01,/country-report/cap-cana-la-ciudad-destino-del-caribe/,"Cap Cana, la ciudad destino del Caribe - Revista Mercado",6,3,3,1.000000,3.99
anterior,2026-07-16,2026-08-01,/country-report/energia-con-escala-regional-y-vision-de-futuro/,Energía con escala regional y visión de futuro - Revista Mercado,6,3,4,1.000000,0.00
anterior,2026-07-16,2026-08-01,/country-report/especializacion-tecnica-un-activo-de-la-inversion/,Especialización técnica: un activo de la inversión - Revista Mercado,6,3,4,1.000000,0.00
anterior,2026-07-16,2026-08-01,/country-report/fao-conectando-el-agro-y-el-turismo/,FAO: Conectando el agro y el turismo - Revista Mercado,6,3,4,1.000000,6.78
anterior,2026-07-16,2026-08-01,/country-report/la-nueva-apuesta-logistica-regional/,La nueva apuesta logística regional - Revista Mercado,6,3,4,1.000000,0.00
anterior,2026-07-16,2026-08-01,/country-report/prodominicana-un-aliado-para-las-exportaciones-e-inversiones/,ProDominicana: Un aliado para las exportaciones e inversiones - Revista Mercado,6,3,4,1.000000,0.00
anterior,2026-07-16,2026-08-01,/cover-story/conoce-a-los-ceo-internacionales-innovadores-que-lideran-el-camino/,Conoce a los CEO Internacionales: Innovadores que Lideran el Camino - Revista Mercado,6,4,4,1.000000,5.17
actual,2026-08-02,2026-08-18,/cover-story/de-oficio-tecnico-a-empresa-escalable-planificacion-sacrificio-familiar-y-capacitacion-constante/,"De oficio técnico a empresa escalable: planificación, sacrificio familiar y capacitación constante - Revista Mercado",6,3,4,1.000000,218.52
actual,2026-08-02,2026-08-18,/cover-story/transformacion-inapa-wellington-arnaud/,Transformación del INAPA: la gestión de Wellington Arnaud y el futuro del agua en RD - Revista Mercado,6,2,3,1.000000,89.77
