periodo,periodo_inicio,periodo_fin,pagePath,pageTitle,screenPageViews,totalUsers,sessions,engagementRate,averageSessionDuration
anterior,2026-07-16,2026-08-01,/mejores-empresas-para-trabajar-2026/,Mejores Empresas Para Trabajar 2026 - Revista Mercado,2689,989,1190,0.984034,64.24
anterior,2026-07-16,2026-08-01,/empresas/sport-business/fortuna-de-gianni-infantino-cuanto-gana-el-presidente-de-la-fifa-y-como-construyo-su-patrimonio-antes-del-mundial-2026/,Fortuna de Gianni Infantino: cuánto gana el presidente de la FIFA y cómo construyó su patrimonio antes del Mundial 2026 - Revista Mercado,2675,1171,1583,0.975363,168.40
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-las-loterias-del-13-de-agosto-de-2026-en-republica-dominicana/,Resultados de loterías de hoy 13 de agosto: Nacional y Leidsa,2665,1043,1600,0.991875,91.11
anterior,2026-07-16,2026-08-01,/actualidad/resultados-de-leidsa-del-sabado-25-de-julio-de-2026-en-republica-dominicana/,Resultados de Leidsa del sábado 25 de julio de 2026 en República Dominicana - Revista Mercado,2658,1038,1494,0.993976,98.75
actual,2026-08-02,2026-08-18,/lifestyle/experiencias/tres-playas-dominicanas-elegidas-entre-las-mejores-del-mundo-en-the-worlds-50-best-beaches-2026/,Las mejores playas de República Dominicana en 2026,2635,1191,1710,0.990643,114.05
anterior,2026-07-16,2026-08-01,/technology/devices/golpe-al-bolsillo-el-iphone-18-pro-llegara-con-una-subida-de-precio-notable-se-que-la-hemos-sacado-pero-como-se-aproxima-nos-puede-servir/,iPhone 18 Pro: este sería el fuerte aumento de su precio,2618,1205,1513,0.989425,92.40
actual,2026-08-02,2026-08-18,/actualidad/de-que-murio-hayden-panettiere-actriz-heroes/,¿De qué murió Hayden Panettiere? Muere la actriz de Heroes,2600,1165,1540,0.981818,119.70
actual,2026-08-02,2026-08-18,/money-invest/daily-news/nuevo-codigo-penal-entra-en-vigor-en-republica-dominicana-estos-son-los-principales-cambios/,¿Qué cambia con el nuevo Código Penal en RD?,2580,1105,1602,0.968165,238.96
actual,2026-08-02,2026-08-18,/money-invest/daily-news/cuales-son-los-10-terremotos-de-magnitud-mayor-a-7-que-se-han-registrado-en-el-mundo-en-lo-que-va-de-2026/,¿Cuáles son los terremotos más fuertes de 2026?,2472,1063,1485,0.975084,141.67
anterior,2026-07-16,2026-08-01,/events/,Mercado Events: experiencias y eventos de negocios | Mercado,2445,603,1342,0.962742,168.32
anterior,2026-07-16,2026-08-01,/actualidad/hay-escena-post-creditos-en-la-odisea-esto-debes-saber-antes-de-salir-del-cine/,¿La Odisea tiene escena postcréditos? Esto debes saber,2438,976,1416,0.968927,146.54
anterior,2026-07-16,2026-08-01,/money-invest/daily-news/monorriel-santo-domingo-cambia-ruta-nuevo-trazado/,¿Cuál será el nuevo recorrido del monorriel de Santo Domingo?,2356,1082,1523,0.981615,148.09
anterior,2026-07-16,2026-08-01,/actualidad/resultados-de-las-loterias-del-30-de-julio-de-2026-en-republica-dominicana/,Resultados de las loterías del 30 de julio de 2026,2305,878,1335,0.988764,127.95
actual,2026-08-02,2026-08-18,/events/,Mercado Events: experiencias y eventos de negocios | Mercado,2270,511,1335,0.943071,154.18
actual,2026-08-02,2026-08-18,/technology/devices/la-isla-dinamica-del-iphone-18-pro-cambia-asi-sera-la-nueva-pantalla-del-flagship-de-apple/,Apple reduciría la Isla Dinámica del iPhone 18 Pro,2217,998,1276,0.981191,107.11
actual,2026-08-02,2026-08-18,/actualidad/quien-es-celia-cuccittini-madre-lionel-messi/,"¿Quién es Celia Cuccittini, la madre de Lionel Messi?",2195,1002,1383,0.992769,162.40
anterior,2026-07-16,2026-08-01,/empresas/sport-business/agenda-hoy-juegos-centroamericanos-santo-domingo-2026/,Agenda de hoy en Santo Domingo 2026: deportes y competencias,2177,938,1289,0.989915,135.55
anterior,2026-07-16,2026-08-01,/empresas/sport-business/mundial-de-futbol-2030-donde-se-jugara-sedes-confirmadas-y-cuando-empieza-el-torneo-centenario/,"Mundial 2030: sedes, países, estadios y formato confirmado",2171,941,1327,0.970610,180.90
actual,2026-08-02,2026-08-18,/money-invest/daily-news/esta-aumentando-realmente-la-cantidad-de-terremotos-en-el-planeta-o-es-solo-una-percepcion-mediatica/,¿Están aumentando los terremotos? Esto explican los expertos,2156,954,1296,0.982253,146.79
actual,2026-08-02,2026-08-18,/money-invest/daily-news/actualidad-eclipse-solar-en-vivo-hoy-12-agosto-2026/,"Eclipse solar EN VIVO hoy, 12 de agosto de 2026",2131,909,1353,0.965262,109.63
anterior,2026-07-16,2026-08-01,/money-invest/daily-news/mundial-2030-y-2034-donde-y-cuando-se-jugaran-las-proximas-ediciones-de-la-copa-del-mundo/,FIFA confirma las sedes del Mundial 2030 y 2034,2078,940,1245,0.961446,177.83
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-leidsa-del-miercoles-12-de-agosto-de-2026-en-republica-dominicana/,Resultados de Leidsa del miércoles 12 de agosto en RD,2038,793,1151,0.995656,73.63
anterior,2026-07-16,2026-08-01,/empresas/sport-business/juegos-centroamericanos-santo-domingo-2026-dominicanos-que-compiten-hoy-y-sus-horarios/,Juegos Centroamericanos 2026: calendario de RD hoy,1993,863,1181,0.986452,122.44
actual,2026-08-02,2026-08-18,/actualidad/lluvia-de-meteoros-perseidas-como-y-cuando-verla-en-republica-dominicana/,Perseidas 2026: cuándo y dónde verlas desde RD,1972,805,1200,0.986667,146.49
anterior,2026-07-16,2026-08-01,/money-invest/daily-news/como-ver-juegos-centroamericanos-santo-domingo-2026-rd/,¿Cuándo y dónde ver los Juegos Centroamericanos 2026 en RD?,1964,811,1188,0.967172,170.63
anterior,2026-07-16,2026-08-01,/money-invest/daily-news/ciudad-aeropuerto-jorge-chavez-lima-40-millones-pasajeros/,Perú construye la primera ciudad aeropuerto de América Latina,1937,914,1285,0.991440,86.65
actual,2026-08-02,2026-08-18,/technology/devices/apple-cambiara-el-calendario-de-lanzamiento-del-iphone-18-por-que-los-modelos-no-llegaran-en-el-mismo-ano/,iPhone 18 cambiará su fecha de lanzamiento: llegará por partes,1896,821,1063,0.968956,172.32
anterior,2026-07-16,2026-08-01,/form-autoshow-and-vision-emprendedora/,Formulario AutoShow and Vision Emprendedora - Revista Mercado,1887,685,1014,0.931953,183.07
anterior,2026-07-16,2026-08-01,/actualidad/a-que-hora-empieza-la-inauguracion-de-los-juegos-centroamericanos-santo-domingo-2026-y-donde-verla-en-rd/,Juegos Centroamericanos 2026: hora y dónde ver la inauguración,1850,783,1100,0.971818,174.89
actual,2026-08-02,2026-08-18,/event-detail/business-forum-usa/,Business Forum USA,1811,701,1103,0.973708,138.37
actual,2026-08-02,2026-08-18,/actualidad/los-paises-del-mundo-donde-no-se-podra-ver-el-eclipse-solar-del-12-de-agosto-y-la-explicacion-astronomica/,Eclipse solar del 12 de agosto: ¿qué países no lo verán?,1788,793,1085,0.984332,154.03
actual,2026-08-02,2026-08-18,/empresas/sport-business/el-equipo-ideal-del-mundial-2026-los-jugadores-elegidos-por-la-fifa/,Equipo ideal del Mundial 2026: la FIFA revela el once del torneo,1779,777,1077,0.971216,138.81
actual,2026-08-02,2026-08-18,/technology/como-saber-si-te-bloquearon-en-whatsapp-las-senales-que-si-lo-confirman/,Cómo saber si te bloquearon en WhatsApp: las señales que sí lo confirman - Revista Mercado,1749,772,1056,0.995265,146.77
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-leidsa-del-miercoles-29-de-julio-de-2026-en-republica-dominicana/,Resultados de Leidsa del miércoles 29 de julio en RD,1719,660,938,0.994670,97.41
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-leidsa-del-miercoles-6-de-agosto-de-2026-en-republica-dominicana/,Resultados de Leidsa del miércoles 5 de agosto en RD,1709,680,984,0.994919,91.73
anterior,2026-07-16,2026-08-01,/actualidad/quien-es-melissa-nunez-miss-rd-universo-2026-biografia-carrera-y-perfil-de-la-ganadora/,Melissa Núñez es Miss República Dominicana Universo 2026,1678,728,995,0.984925,140.29
anterior,2026-07-16,2026-08-01,/turismo/paises-a-los-que-puedes-viajar-sin-visa-desde-republica-dominicana-en-abril-2026/,Países a los que puedes viajar sin visa desde República Dominicana en abril 2026 - Revista Mercado,1661,661,985,0.971574,225.83
anterior,2026-07-16,2026-08-01,/money-invest/daily-news/autopista-ambar-santiago-puerto-plata-rd/,¿Cómo será la nueva autopista entre Santiago y Puerto Plata?,1642,735,1065,0.991549,124.14
actual,2026-08-02,2026-08-18,/technology/devices/iphone-18-en-septiembre-la-razon-por-la-que-apple-no-lanzara-el-modelo-base/,Apple retrasaría el iPhone 18 y lanzaría primero los modelos Pro,1612,728,909,0.980198,135.35
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-leidsa-del-sabado-8-de-agosto-de-2026-en-republica-dominicana/,Resultados de Leidsa del sábado 8 de agosto de 2026 en República Dominicana - Revista Mercado,1608,627,940,0.987234,74.85
anterior,2026-07-16,2026-08-01,/actualidad/tension-en-el-mundial-2026-los-detalles-del-incomodo-cruce-entre-shakira-pique-y-clara-chia/,Shakira y Gerard Piqué coinciden en la final del Mundial 2026,1580,737,971,0.990731,123.78
actual,2026-08-02,2026-08-18,/empresas/sport-business/juegos-centroamericanos-santo-domingo-2026-agenda-de-hoy-jueves-6-de-agosto/,Santo Domingo 2026 hoy: agenda de República Dominicana,1563,666,923,0.978332,180.86
actual,2026-08-02,2026-08-18,/empresas/sport-business/juegos-centroamericanos-santo-domingo-2026-agenda-de-hoy-martes-4-de-agosto/,Agenda RD hoy en los Juegos Centroamericanos 2026,1545,682,935,0.977540,150.78
actual,2026-08-02,2026-08-18,/turismo/paises-a-los-que-puedes-viajar-sin-visa-desde-republica-dominicana-en-abril-2026/,Países a los que puedes viajar sin visa desde República Dominicana en abril 2026 - Revista Mercado,1524,621,896,0.966518,201.31
actual,2026-08-02,2026-08-18,/money-invest/daily-news/ciudad-aeropuerto-jorge-chavez-lima-40-millones-pasajeros/,Perú construye la primera ciudad aeropuerto de América Latina,1467,686,958,0.991649,85.07
anterior,2026-07-16,2026-08-01,/technology/devices/se-filtra-el-iphone-18-pro-un-cuarto-color-sorpresa-llegara-al-nuevo-buque-insignia-de-apple/,"Se filtra el iPhone 18 Pro: Un cuarto color ""sorpresa"" llegará al nuevo buque insignia de Apple - Revista Mercado",1458,649,850,0.975294,121.77
actual,2026-08-02,2026-08-18,/actualidad/estuve-casada-melissa-nunez-aclara-su-pasado-y-pide-respetar-su-vida-privada/,Melissa Núñez confirma que estuvo casada y aclara si tiene hijos,1455,659,894,0.985459,112.80
anterior,2026-07-16,2026-08-01,/technology/como-saber-si-te-bloquearon-en-whatsapp-las-senales-que-si-lo-confirman/,Cómo saber si te bloquearon en WhatsApp: las señales que sí lo confirman - Revista Mercado,1436,632,862,0.994200,153.97
actual,2026-08-02,2026-08-18,/technology/devices/iphone-plegable-fecha-de-lanzamiento-posibles-caracteristicas-y-precio-estimado/,"iPhone plegable: cuándo saldrá, cómo será y cuánto costará",1434,658,828,0.974638,155.12
actual,2026-08-02,2026-08-18,/actualidad/juegos-centroamericanos-santo-domingo-2026-agenda-de-hoy-lunes-3-de-agosto/,Juegos Santo Domingo 2026: programación completa de hoy,1425,602,858,0.982517,156.50
actual,2026-08-02,2026-08-18,/money-invest/daily-news/muere-roman-ramos-fundador-de-grupo-ramos-y-pionero-del-comercio-moderno-en-republica-dominicana/,"Fallece Román Ramos, fundador de Grupo Ramos",1422,617,865,0.954913,169.32
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-las-loterias-del-26-de-julio-de-2026-en-republica-dominicana/,Resultados de las loterías del 26 de julio de 2026 en República Dominicana - Revista Mercado,1321,440,665,0.998496,79.69
actual,2026-08-02,2026-08-18,/actualidad/quienes-son-hermanos-lionel-messi/,¿Quiénes son los hermanos de Lionel Messi? Conoce a su familia,1287,587,788,0.988579,130.64
actual,2026-08-02,2026-08-18,/technology/devices/por-que-sale-el-mensaje-de-cuenta-en-revision-en-whatsapp-y-cuanto-tarda-el-bloqueo/,Cuenta en revisión WhatsApp: por qué aparece y cuánto tarda,1284,543,763,0.979030,179.41
actual,2026-08-02,2026-08-18,/empresas/sport-business/donde-y-cuando-seran-los-proximos-juegos-centroamericanos-y-del-caribe/,¿Dónde serán los próximos Juegos Centroamericanos 2030?,1283,581,807,0.980173,129.32
actual,2026-08-02,2026-08-18,/mejores-empresas-para-trabajar-2026/,Mejores Empresas Para Trabajar 2026 - Revista Mercado,1273,299,399,0.969925,212.16
actual,2026-08-02,2026-08-18,/empresas/sport-business/juegos-centroamericanos-santo-domingo-2026-agenda-de-hoy-miercoles-5-de-agosto/,Agenda de RD hoy en los Juegos Centroamericanos 2026,1250,539,772,0.985751,150.84
anterior,2026-07-16,2026-08-01,/actualidad/resultados-de-leidsa-del-sabado-11-de-julio-de-2026-en-republica-dominicana/,Resultados de Leidsa del sábado 11 de julio de 2026 en República Dominicana - Revista Mercado,1233,496,705,0.990071,93.34
actual,2026-08-02,2026-08-18,/lifestyle/experiencias/asi-sera-el-espectaculo-de-clausura-de-los-juegos-centroamericanos-y-del-caribe-santo-domingo-2026/,Clausura de los Juegos Centroamericanos 2026: hora y detalles,1219,549,733,0.967258,234.27
actual,2026-08-02,2026-08-18,/money-invest/daily-news/el-minerd-delimita-excelencia-sin-barreras-solo-estudiantes-de-escuelas-publicas-podran-postular-a-las-becas/,¿Quiénes pueden postularse a Excelencia Sin Barreras?,1197,528,801,0.993758,82.32
anterior,2026-07-16,2026-08-01,/event-detail/the-best-of-dr-2026/,The Best of DR,1175,454,612,0.975490,127.48
actual,2026-08-02,2026-08-18,/actualidad/festival-presidente-2026-danny-ocean-y-calvin-harris-se-unen-a-la-cartelera-cuando-se-presentara-en-santo-domingo/,Festival Presidente 2026 suma a Danny Ocean y Calvin Harris,1171,541,680,0.973529,155.69
actual,2026-08-02,2026-08-18,/actualidad/temblor-colombia-hoy-10-agosto-2026-magnitud-epicentro/,Fuerte temblor sacudió a Colombia este lunes: fue de magnitud 7.4,1171,498,738,0.971545,153.89
actual,2026-08-02,2026-08-18,/actualidad/resultados-de-las-loterias-del-30-de-julio-de-2026-en-republica-dominicana/,Resultados de las loterías del 30 de julio de 2026,1170,437,727,0.993122,133.22
actual,2026-08-02,2026-08-18,/actualidad/quien-es-melissa-nunez-miss-rd-universo-2026-biografia-carrera-y-perfil-de-la-ganadora/,Melissa Núñez es Miss República Dominicana Universo 2026,1139,508,663,0.977376,184.67
anterior,2026-07-16,2026-08-01,/technology/como-verificar-en-que-dispositivos-esta-abierta-tu-cuenta-de-whatsapp/,Cómo verificar en qué dispositivos está abierta tu cuenta de WhatsApp - Revista Mercado,1120,479,694,0.984150,109.77
actual,2026-08-02,2026-08-18,/mercado-women/trends/erika-kirk-cuestiona-sufragio-femenino/,Erika Kirk cuestiona un siglo de sufragio femenino,1108,448,655,0.940458,284.30
actual,2026-08-02,2026-08-18,/money-invest/daily-news/expertos-advierten-gran-terremoto-republica-dominicana/,República Dominicana enfrenta alto riesgo de un gran terremoto,1108,478,663,0.969834,167.16
actual,2026-08-02,2026-08-18,/technology/devices/whatsapp-deja-de-funcionar-en-agosto-2026-celulares-sin-soporte-y-lista-de-modelos/,WhatsApp dejará de ser compatible con estos celulares Android,1104,488,719,0.980529,143.32
anterior,2026-07-16,2026-08-01,/technology/devices/cuanto-costara-el-iphone-18-pro-max-en-republica-dominicana-filtraciones-de-su-precio-estimado/,iPhone 18 Pro Max: este sería su precio en República Dominicana,1100,490,630,0.982540,99.92
anterior,2026-07-16,2026-08-01,/technology/devices/como-sera-el-iphone-18-pro-todo-sobre-las-polemicas-modificaciones-fisicas-que-planea-apple/,iPhone 18 Pro: los cambios de diseño que prepara Apple en 2026,1081,465,609,0.967159,166.17
actual,2026-08-02,2026-08-18,/special-revista/,Special Revista - Revista Mercado,1077,3,20,0.900000,4640.57
